03:29:40 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>'}
03:29:58 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:58 - 来自: main.py:645 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:58 - 来自: main.py:648 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
03:29:58 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'sure', 'region': '(560, 405, 256, 127)', 'confidence': '0.8', 'img': 'None'}
03:29:58 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B504AC0>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 75 229 255]\n  [ 75 229 255]\n  [ 75 229 255]\n  ...\n  [ 77 230 254]\n  [ 76 230 252]\n  [ 76 230 252]]\n\n [[ 72 227 255]\n  [ 74 228 255]\n  [ 73 227 255]\n  ...\n  [ 74 228 253]\n  [ 75 228 250]\n  [ 75 228 250]]\n\n [[ 71 227 255]\n  [ 71 227 255]\n  [ 71 227 255]\n  ...\n  [ 72 228 250]\n  [ 73 228 248]\n  [ 72 227 248]]\n\n ...\n\n [[ 38 186 247]\n  [ 38 187 247]\n  [ 38 186 247]\n  ...\n  [ 38 187 247]\n  [ 39 187 247]\n  [ 39 187 247]]\n\n [[ 38 183 247]\n  [ 38 185 247]\n  [ 38 184 247]\n  ...\n  [ 41 187 247]\n  [ 44 186 247]\n  [ 44 185 247]]\n\n [[ 38 182 247]\n  [ 38 182 247]\n  [ 38 183 247]\n  ...\n  [ 41 184 247]\n  [ 44 184 247]\n  [ 44 184 247]]]', 'region': '(560, 405, 256, 127)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:648 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:651 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
03:29:59 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'tuijian', 'region': '(648, 413, 194, 88)', 'confidence': '0.8', 'img': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B504BE0>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 69 221 254]\n  [ 70 223 254]\n  [ 71 223 254]\n  ...\n  [ 71 223 246]\n  [ 71 223 246]\n  [ 71 223 246]]\n\n [[ 65 219 254]\n  [ 65 220 254]\n  [ 66 223 254]\n  ...\n  [ 69 222 246]\n  [ 68 221 246]\n  [ 68 221 246]]\n\n [[ 63 218 254]\n  [ 63 219 254]\n  [ 62 222 254]\n  ...\n  [ 66 219 246]\n  [ 65 219 246]\n  [ 65 219 246]]\n\n ...\n\n [[ 44 182 246]\n  [ 42 181 246]\n  [ 40 179 245]\n  ...\n  [ 44 182 246]\n  [ 44 181 246]\n  [ 44 182 246]]\n\n [[ 44 179 246]\n  [ 42 179 246]\n  [ 40 179 246]\n  ...\n  [ 44 180 247]\n  [ 44 180 247]\n  [ 44 181 247]]\n\n [[ 44 179 246]\n  [ 43 178 246]\n  [ 41 178 246]\n  ...\n  [ 44 179 247]\n  [ 44 179 247]\n  [ 44 179 247]]]', 'region': '(648, 413, 194, 88)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:651 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:654 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
03:29:59 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'good', 'region': '(385, 532, 194, 78)', 'confidence': '0.8', 'img': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F98E0>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 211  89]\n  [254 212  89]\n  [254 212  89]\n  ...\n  [254 206 106]\n  [254 205 106]\n  [254 205 106]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 211  89]\n  ...\n  [254 204 105]\n  [254 203 103]\n  [254 203 103]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 210  89]\n  ...\n  [254 203 105]\n  [254 202 102]\n  [254 201 102]]\n\n ...\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 155  82]\n  [246 155  82]\n  [246 154  82]]\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 154  82]\n  [246 154  82]\n  [246 153  82]]\n\n [[246 168  79]\n  [246 168  79]\n  [246 168  79]\n  ...\n  [247 154  82]\n  [246 153  82]\n  [246 153  82]]]', 'region': '(385, 532, 194, 78)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:654 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:657 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
03:29:59 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'zhidao', 'region': '(527, 482, 199, 83)', 'confidence': '0.8', 'img': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B48A280>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 63 221 254]\n  [ 63 221 254]\n  [ 63 221 254]\n  ...\n  [ 68 224 248]\n  [ 66 222 246]\n  [ 66 222 246]]\n\n [[ 62 221 254]\n  [ 61 220 254]\n  [ 61 220 254]\n  ...\n  [ 65 222 246]\n  [ 65 222 246]\n  [ 65 222 246]]\n\n [[ 58 219 254]\n  [ 57 218 254]\n  [ 57 218 254]\n  ...\n  [ 61 220 246]\n  [ 61 220 246]\n  [ 61 220 246]]\n\n ...\n\n [[ 33 182 246]\n  [ 33 181 246]\n  [ 33 182 246]\n  ...\n  [ 33 181 246]\n  [ 33 182 246]\n  [ 33 182 246]]\n\n [[ 33 180 246]\n  [ 33 180 246]\n  [ 33 180 246]\n  ...\n  [ 29 181 246]\n  [ 33 181 246]\n  [ 33 180 246]]\n\n [[ 33 177 246]\n  [ 33 178 246]\n  [ 33 178 246]\n  ...\n  [ 30 180 246]\n  [ 33 179 246]\n  [ 33 178 246]]]', 'region': '(527, 482, 199, 83)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:657 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
03:29:59 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'chacha', 'region': '(920, 57, 266, 204)', 'confidence': '0.8', 'img': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F64F0>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[49 42 34]\n  [49 42 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n [[49 42 34]\n  [49 41 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n [[49 42 34]\n  [49 41 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n ...\n\n [[40 43 51]\n  [40 43 51]\n  [40 43 51]\n  ...\n  [42 42 49]\n  [42 42 48]\n  [43 41 45]]\n\n [[39 43 52]\n  [39 43 52]\n  [39 43 52]\n  ...\n  [41 42 49]\n  [42 42 49]\n  [42 41 47]]\n\n [[38 43 53]\n  [38 43 53]\n  [38 43 53]\n  ...\n  [41 42 51]\n  [41 42 49]\n  [42 41 47]]]', 'region': '(920, 57, 266, 204)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
03:29:59 - 来自: main.py:102 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'templateName': 'quick_start', 'region': '(831, 595, 219, 87)', 'confidence': '0.8', 'img': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: GameHelper.py:238 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F6A00>
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 78 201 251]\n  [ 80 202 250]\n  [ 81 203 250]]\n\n [[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 79 202 250]\n  [ 80 202 250]\n  [ 82 203 250]]\n\n [[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 79 202 250]\n  [ 80 202 249]\n  [ 82 203 250]]\n\n ...\n\n [[ 51 155 255]\n  [ 50 155 255]\n  [ 49 156 255]\n  ...\n  [108 214 247]\n  [109 215 247]\n  [114 215 247]]\n\n [[ 49 155 255]\n  [ 49 156 255]\n  [ 49 157 255]\n  ...\n  [112 214 247]\n  [114 215 247]\n  [116 216 247]]\n\n [[ 49 155 255]\n  [ 49 156 255]\n  [ 49 157 255]\n  ...\n  [112 214 247]\n  [115 215 247]\n  [116 216 247]]]', 'region': '(831, 595, 219, 87)', 'confidence': '0.8'}
03:29:59 - 来自: GameHelper.py:240 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
03:29:59 - 来自: main.py:102 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
03:29:59 - 来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
03:29:59 - 来自: main.py:698 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
03:29:59 - 来自: main.py:683 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000014B2B484D30>'}
03:29:59 - 来自: main.py:374 - find_my_cards                    | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000014B7D6A5250>', 'region': 'None'}
03:29:59 - 来自: main.py:374 - find_my_cards                    | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x14B2B4F6C10>
03:29:59 - 来自: main.py:376 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x0000014B2B484D30>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(54, 481, 1121, 82)', 'mark': 'm', 'confidence': '0.8'}
03:29:59 - 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[252 254 254]\n  [252 254 254]\n  [253 254 254]\n  ...\n  [253 253 253]\n  [254 254 254]\n  [254 254 254]]\n\n [[252 254 254]\n  [252 254 254]\n  [253 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[252 254 254]\n  [252 254 254]\n  [253 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n ...\n\n [[250 248 248]\n  [248 246 246]\n  [247 245 246]\n  ...\n  [247 247 247]\n  [248 248 248]\n  [248 248 248]]\n\n [[249 247 247]\n  [249 246 247]\n  [248 246 247]\n  ...\n  [246 246 246]\n  [247 247 247]\n  [247 247 247]]\n\n [[249 246 247]\n  [249 246 247]\n  [248 246 247]\n  ...\n  [246 246 246]\n  [246 246 246]\n  [247 247 247]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
03:29:59 - 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
03:29:59 - 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[255 255 255]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [253 254 255]\n  [251 253 254]\n  [251 253 253]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [244 244 255]\n  [252 252 255]\n  [251 253 254]]\n\n [[255 254 255]\n  [255 255 255]\n  [253 255 254]\n  ...\n  [226 226 255]\n  [250 252 255]\n  [253 254 255]]\n\n ...\n\n [[235 240 255]\n  [224 226 255]\n  [166 164 240]\n  ...\n  [237 242 255]\n  [243 248 249]\n  [247 249 249]]\n\n [[241 244 252]\n  [235 239 255]\n  [217 219 255]\n  ...\n  [241 242 255]\n  [248 249 253]\n  [251 248 250]]\n\n [[243 247 248]\n  [241 245 250]\n  [237 241 255]\n  ...\n  [247 246 255]\n  [249 245 250]\n  [252 247 249]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
